0.0,423272.2805390572
10.0,220722.24368211508
20.0,121283.32692979705
30.0,69768.24156546238
40.0,41789.691937113705
50.0,25945.68234272377
60.0,16633.191869269667
70.0,10974.205892585367
80.0,7430.670870557281
90.0,5150.79336393782
100.0,3647.3815754611915
110.0,2633.4994041369114
120.0,1935.578353344249
130.0,1446.027574741611
140.0,1096.639517384077
150.0,843.2698916410104
160.0,656.7969220998419
170.0,517.6659170905913
180.0,412.5286059728749
190.0,332.1327802540633
200.0,269.9731722972196
210.0,221.41447041867255
220.0,183.112275260575
230.0,152.62514356089105
240.0,128.15106528583942
250.0,108.3461363122175
260.0,92.19826160732826
270.0,78.93817219043108
280.0,67.97604796996269
290.0,58.85591242309903
300.0,51.22249500088626
