0.0,1010.0
10.0,1001.0
20.0,986.0
30.0,965.0
40.0,935.0
50.0,894.0
60.0,842.0
70.0,779.0
80.0,707.0
90.0,628.0
100.0,548.0
110.0,470.0
120.0,397.0
130.0,332.0
140.0,276.0
150.0,228.0
160.0,188.0
170.0,155.0
180.0,128.0
190.0,106.0
200.0,89.0
210.0,74.0
220.0,62.0
230.0,52.0
240.0,45.0
250.0,38.0
260.0,32.0
270.0,28.0
280.0,24.0
290.0,21.0
300.0,18.0
310.0,16.0
320.0,14.0
330.0,12.0
340.0,11.0
350.0,10.0
